ID PERSONA,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
3232,BUENO,10,PADRES,60,30,CASADO,NO,FIJO,60,195,800,0,1800,2400
3233,BUENO,25,PROPIA,60,53,DIVORCIADO,SÍ,FIJO,35,0,40000,500,1200,1550
3234,MALO,15,PROPIA,60,32,CASADO,NO,FIJO,60,105,7000,3700,1200,1204
3235,BUENO,1,PADRES,48,23,SOLTERO,NO,MEDIO TIEMPO,35,103,0,0,820,1323
3236,BUENO,1,PADRES,48,24,SOLTERO,NO,FIJO,35,75,0,0,1050,1429
3237,MALO,2,RENTADA,24,32,SOLTERO,SÍ,FREELANCER,35,0,0,0,1700,2800
3238,BUENO,24,PROPIA,36,42,CASADO,NO,FIJO,90,97,5800,0,500,1536
3239,BUENO,11,RENTADA,60,43,CASADO,NO,FIJO,49,135,0,0,1200,1650
3240,BUENO,5,PROPIA,36,47,CASADO,NO,FREELANCER,60,80,4000,0,350,385
3241,MALO,5,RENTADA,60,25,CASADO,NO,FREELANCER,72,121,0,0,2000,2200
3242,BUENO,2,PROPIA,36,53,CASADO,NO,FREELANCER,35,71,5000,0,800,1615
3243,BUENO,2,PROPIA,36,37,CASADO,NO,FIJO,60,125,2000,0,450,1490
3244,BUENO,13,PROPIA,36,59,CASADO,SÍ,FIJO,35,170,6000,0,700,844
3245,MALO,6,PROPIA,48,39,CASADO,NO,FREELANCER,75,0,6000,0,1000,1177
3246,BUENO,2,PROPIA,60,36,CASADO,NO,FIJO,60,190,4500,1200,1575,1611
3247,BUENO,13,PROPIA,60,45,CASADO,NO,FIJO,75,475,5000,0,1300,2300
3248,BUENO,0,OTRO,60,22,SOLTERO,NO,FIJO,35,89,0,0,1400,1666
3249,BUENO,1,PADRES,60,25,CASADO,NO,FIJO,35,140,0,0,2000,2100
3250,MALO,8,RENTADA,60,34,CASADO,SÍ,FIJO,80,200,0,0,1200,1800
3251,MALO,0,RENTADA,36,23,CASADO,NO,MEDIO TIEMPO,44,88,0,0,450,495
3252,BUENO,8,PADRES,36,26,SOLTERO,NO,OTRO,35,0,0,0,1300,1500
3253,MALO,1,RENTADA,48,58,CASADO,NO,FREELANCER,108,180,12000,8000,1000,1668
3254,BUENO,20,PROPIA,48,53,CASADO,NO,FREELANCER,60,83,7500,0,1200,1797
3255,BUENO,21,PRIVADA,48,51,CASADO,NO,FIJO,60,110,2500,400,1000,1398
3256,MALO,1,PADRES,60,23,SOLTERO,NO,FIJO,35,100,0,0,1600,1642
3257,BUENO,4,PADRES,24,33,SOLTERO,NO,FIJO,35,125,0,0,750,1139
3258,BUENO,12,PRIVADA,48,45,CASADO,NO,FIJO,45,159,5000,0,1200,1425
3259,BUENO,1,RENTADA,60,58,CASADO,NO,OTRO,46,105,5000,0,1000,1211
3260,BUENO,13,PROPIA,60,38,CASADO,NO,FREELANCER,35,140,7500,0,350,1355
3261,BUENO,10,PROPIA,36,59,CASADO,NO,FIJO,75,120,3000,0,250,850
3262,BUENO,11,PRIVADA,60,56,CASADO,SÍ,FIJO,35,100,2000,200,1220,1400
3263,BUENO,20,PROPIA,48,50,CASADO,NO,FREELANCER,60,142,5000,0,650,1177
3264,MALO,8,PROPIA,36,45,CASADO,SÍ,FREELANCER,45,314,18000,0,2800,2960
3265,BUENO,0,RENTADA,60,25,CASADO,NO,MEDIO TIEMPO,41,64,0,0,1450,1537
3266,BUENO,20,PROPIA,36,47,CASADO,NO,FREELANCER,60,0,4000,0,800,1701
3267,MALO,0,PROPIA,60,47,CASADO,SÍ,MEDIO TIEMPO,60,50,15000,0,1300,1841
3268,BUENO,3,PROPIA,60,39,CASADO,NO,FIJO,60,120,4500,870,900,1580
3269,BUENO,30,PROPIA,60,59,CASADO,NO,FREELANCER,45,250,10000,0,1000,1098
3270,MALO,2,PADRES,60,35,CASADO,SÍ,MEDIO TIEMPO,75,130,0,0,1450,1480
3271,BUENO,8,PROPIA,36,37,CASADO,SÍ,FIJO,45,142,4500,300,370,870
3272,MALO,1,RENTADA,36,23,CASADO,NO,MEDIO TIEMPO,54,88,0,0,600,750
3273,BUENO,14,PROPIA,30,37,CASADO,NO,FIJO,60,121,5000,0,650,1708
3274,MALO,0,PADRES,48,28,SOLTERO,NO,FREELANCER,35,65,3000,0,800,1800
3275,BUENO,10,PROPIA,60,31,SOLTERO,NO,FIJO,35,80,2500,900,1100,1320
3276,MALO,3,PROPIA,48,38,CASADO,SÍ,FIJO,45,125,5000,0,1285,1311
3277,BUENO,15,PROPIA,24,53,CASADO,SÍ,FREELANCER,60,245,30000,0,2400,4400
3278,MALO,4,RENTADA,60,34,CASADO,SÍ,FIJO,100,247,0,0,1700,2278
3279,MALO,10,PADRES,48,54,CASADO,NO,FIJO,60,80,0,0,1100,1423
3280,BUENO,12,PROPIA,60,31,CASADO,NO,FIJO,35,183,10000,2200,1300,1349
3281,BUENO,25,RENTADA,60,52,CASADO,NO,FIJO,61,163,5000,900,1650,1683
3282,MALO,0,PADRES,24,35,SOLTERO,NO,MEDIO TIEMPO,35,60,0,0,800,1560
3283,MALO,0,PRIVADA,36,24,CASADO,SÍ,MEDIO TIEMPO,60,169,1500,0,690,790
3284,MALO,5,PROPIA,42,32,CASADO,NO,FIJO,60,96,6000,800,1700,2349
3285,MALO,1,PROPIA,48,24,CASADO,NO,MEDIO TIEMPO,45,59,3000,1600,500,500
3286,MALO,3,PROPIA,60,45,CASADO,NO,FREELANCER,60,0,5000,0,1370,1403
3287,BUENO,6,PADRES,36,26,CASADO,NO,FIJO,35,119,0,0,1000,2193
3288,MALO,2,PADRES,36,30,SOLTERO,NO,FREELANCER,35,0,15000,0,2000,2600
3289,BUENO,12,PADRES,24,28,SOLTERO,NO,FIJO,35,102,4000,0,250,1150
3290,BUENO,8,RENTADA,36,61,SOLTERO,NO,FIJO,42,72,0,0,325,450
3291,BUENO,5,RENTADA,36,30,SOLTERO,SÍ,FREELANCER,48,127,0,0,650,900
3292,BUENO,2,PADRES,36,28,SOLTERO,SÍ,FIJO,35,51,0,0,325,525
3293,BUENO,35,RENTADA,42,52,CASADO,SÍ,FIJO,58,130,2000,0,1000,1777
3294,BUENO,3,PADRES,60,26,SOLTERO,NO,FIJO,35,83,0,0,1050,1156
3295,BUENO,20,PROPIA,60,54,CASADO,NO,FIJO,35,100,5000,0,1600,2500
3296,BUENO,17,PROPIA,24,36,CASADO,NO,FIJO,45,115,300,0,600,1642
3297,BUENO,14,PROPIA,36,56,CASADO,NO,FIJO,35,160,2000,0,550,685
3298,BUENO,6,PADRES,48,38,DIVORCIADO,NO,FIJO,35,98,0,0,500,580
3299,BUENO,6,RENTADA,36,26,CASADO,NO,FIJO,47,120,0,0,1250,1657
3300,MALO,2,PADRES,48,33,SOLTERO,SÍ,MEDIO TIEMPO,35,82,0,0,1050,1332
3301,BUENO,13,PROPIA,60,46,CASADO,SÍ,FIJO,90,115,2500,350,1200,1222
3302,BUENO,1,PRIVADA,60,26,CASADO,NO,FIJO,45,137,5000,0,1350,1471
3303,MALO,2,PADRES,48,25,CASADO,NO,FIJO,35,48,6500,0,900,912
3304,BUENO,20,PROPIA,18,47,CASADO,SÍ,FREELANCER,60,0,110000,0,1800,3300
3305,MALO,1,PADRES,48,23,SOLTERO,NO,MEDIO TIEMPO,35,72,0,0,1078,1079
3306,BUENO,15,PROPIA,24,40,CASADO,SÍ,FIJO,35,143,10000,0,3000,6468
3307,BUENO,8,PADRES,60,31,SOLTERO,NO,FREELANCER,35,107,0,0,1250,1499
3308,BUENO,3,PROPIA,36,28,CASADO,NO,FREELANCER,35,180,5000,0,375,1139
3309,BUENO,9,PADRES,36,28,SOLTERO,NO,FIJO,35,65,0,0,600,1446
3310,BUENO,10,PRIVADA,60,25,SOLTERO,NO,FIJO,35,148,3000,0,1500,1888
3311,MALO,0,PADRES,48,34,SEPARADO,NO,FREELANCER,35,0,4000,0,2370,2540
3312,BUENO,0,PADRES,60,24,SOLTERO,NO,MEDIO TIEMPO,35,103,8000,0,1070,1405
3313,MALO,2,PROPIA,60,27,SOLTERO,SÍ,FIJO,35,120,8000,0,975,1140
3314,BUENO,0,PRIVADA,18,27,CASADO,NO,FIJO,45,60,0,0,750,1050
3315,BUENO,16,PADRES,60,30,CASADO,NO,FIJO,35,80,2000,0,1200,1371
3316,BUENO,6,PROPIA,60,42,SEPARADO,NO,FIJO,35,87,10000,0,1400,1725
3317,BUENO,4,PROPIA,24,40,CASADO,NO,FREELANCER,60,0,5000,0,500,2260
3318,BUENO,3,PROPIA,60,42,CASADO,NO,FIJO,60,143,5000,0,850,1059
3319,MALO,7,RENTADA,36,29,CASADO,NO,FIJO,58,125,0,0,1100,1350
3320,BUENO,20,PROPIA,60,37,NA,SÍ,FREELANCER,35,70,10000,0,1300,1675
3321,BUENO,15,PROPIA,60,35,CASADO,NO,FIJO,75,290,15000,0,775,951
3322,BUENO,2,PROPIA,36,30,CASADO,NO,FIJO,45,350,4000,0,800,1800
3323,MALO,1,PROPIA,24,56,CASADO,SÍ,FIJO,45,151,7500,0,800,1300
3324,BUENO,3,PROPIA,60,36,CASADO,NO,FREELANCER,60,139,6000,0,1200,1343
3325,BUENO,20,PROPIA,60,48,CASADO,NO,FIJO,45,178,25000,700,800,1150
3326,BUENO,0,PADRES,48,28,SOLTERO,NO,FREELANCER,35,0,0,0,720,1321
3327,MALO,2,PROPIA,36,54,SOLTERO,SÍ,FIJO,35,352,30000,0,750,1061
3328,BUENO,3,RENTADA,60,48,CASADO,NO,OTRO,77,24,0,0,1700,1803
3329,MALO,1,PADRES,48,40,SOLTERO,SÍ,FIJO,35,80,3500,0,1100,1144
3330,MALO,2,RENTADA,36,31,CASADO,NO,FIJO,45,102,0,0,350,750
3331,BUENO,2,PADRES,60,31,CASADO,NO,FIJO,35,175,0,0,700,1350
3332,BUENO,15,PROPIA,60,30,CASADO,NO,FIJO,60,140,4000,0,1500,1505
3333,BUENO,14,PROPIA,48,39,CASADO,NO,FIJO,60,114,11800,0,1300,1926
3334,BUENO,3,PADRES,18,21,SOLTERO,NO,FIJO,35,176,8000,0,1200,2150
3335,BUENO,1,PADRES,36,19,SOLTERO,NO,FIJO,35,73,3000,0,1000,1200
3336,MALO,5,PROPIA,60,34,CASADO,NO,FIJO,60,233,6000,2000,1980,2126
3337,MALO,1,PROPIA,48,39,CASADO,SÍ,FREELANCER,60,0,6000,0,1300,3626
3338,MALO,10,PROPIA,60,26,CASADO,NO,FIJO,35,73,4000,2000,1700,1900
3339,BUENO,3,PROPIA,24,51,CASADO,NO,FREELANCER,60,0,26000,300,3000,6900
3340,BUENO,5,RENTADA,48,31,SOLTERO,SÍ,FIJO,47,120,0,0,900,1492
3341,BUENO,5,PADRES,48,23,SOLTERO,NO,FIJO,35,82,0,0,1550,1630
3342,BUENO,2,PROPIA,60,23,SOLTERO,NO,FIJO,45,75,7000,0,1070,1209
3343,BUENO,35,PROPIA,24,51,CASADO,NO,FIJO,35,250,6000,0,450,1902
3344,MALO,1,PADRES,36,24,SOLTERO,SÍ,MEDIO TIEMPO,35,50,0,0,1750,1850
3345,BUENO,15,OTRO,36,41,CASADO,NO,FIJO,45,195,0,0,525,600
3346,BUENO,3,PROPIA,36,32,CASADO,NO,FREELANCER,60,0,8000,12,1600,1600
3347,BUENO,1,PADRES,24,21,SOLTERO,NO,MEDIO TIEMPO,35,90,0,0,900,1307
3348,BUENO,15,PROPIA,48,37,CASADO,SÍ,FREELANCER,45,178,30000,9500,2400,3120
3349,MALO,0,PADRES,48,30,SOLTERO,SÍ,FIJO,35,274,0,0,2000,2354
3350,BUENO,15,PROPIA,48,51,CASADO,NO,FIJO,45,85,4000,0,600,1298
3351,MALO,10,RENTADA,24,39,SOLTERO,SÍ,OTRO,55,195,0,0,400,435
3352,MALO,1,PADRES,36,23,SOLTERO,NO,MEDIO TIEMPO,35,70,2000,0,1050,1410
3353,MALO,1,PROPIA,60,53,CASADO,SÍ,FREELANCER,35,0,30000,0,1900,2362
3354,BUENO,16,PADRES,60,31,CASADO,SÍ,FIJO,35,150,0,0,1300,1400
3355,BUENO,1,RENTADA,36,27,CASADO,SÍ,FIJO,46,108,0,0,475,550
3356,BUENO,0,PROPIA,60,56,CASADO,NO,FIJO,45,150,10000,0,1000,1798
3357,BUENO,14,PROPIA,48,40,CASADO,NO,FIJO,75,335,8000,0,1800,2208
3358,BUENO,4,RENTADA,60,24,CASADO,NO,FIJO,50,151,0,0,900,1155
3359,BUENO,26,RENTADA,36,61,CASADO,NO,FIJO,56,109,0,0,400,425
3360,MALO,2,OTRO,60,22,CASADO,SÍ,FIJO,60,125,0,0,1100,1281
3361,MALO,30,RENTADA,48,55,CASADO,SÍ,FIJO,51,160,0,0,1100,1100
3362,BUENO,11,PADRES,24,28,SOLTERO,NO,FIJO,35,82,0,0,400,800
3363,BUENO,25,RENTADA,60,52,CASADO,NO,FIJO,55,199,0,0,1250,1262
3364,MALO,7,RENTADA,60,32,CASADO,NO,FIJO,46,111,0,0,1200,1373
3365,BUENO,2,PROPIA,48,44,CASADO,SÍ,FIJO,60,310,20000,600,1700,2700
3366,MALO,2,RENTADA,48,31,CASADO,NO,FREELANCER,45,0,0,0,1300,1300
3367,BUENO,11,PADRES,60,27,SOLTERO,SÍ,FIJO,35,57,0,0,600,1537
3368,MALO,0,NO DIJO ,36,38,CASADO,NO,MEDIO TIEMPO,60,95,0,0,1000,1647
3369,BUENO,11,PROPIA,60,34,SOLTERO,NO,FIJO,35,103,4500,2000,1200,1410
3370,BUENO,15,RENTADA,48,40,CASADO,NO,FIJO,57,120,0,0,1000,1500
3371,BUENO,8,PADRES,36,26,SOLTERO,NO,FIJO,35,65,0,0,500,1715
3372,MALO,1,RENTADA,36,44,CASADO,SÍ,FIJO,54,90,0,0,1500,2100
3373,MALO,0,RENTADA,48,46,CASADO,NO,MEDIO TIEMPO,72,116,0,0,860,965
3374,MALO,2,PROPIA,60,32,CASADO,NO,MEDIO TIEMPO,60,75,5500,1500,1400,1732
3375,BUENO,9,PROPIA,12,30,CASADO,SÍ,FREELANCER,60,93,6500,2235,500,1550
3376,MALO,1,PROPIA,24,49,CASADO,SÍ,MEDIO TIEMPO,35,90,7000,0,265,300
3377,BUENO,2,PADRES,48,24,SOLTERO,NO,FIJO,35,64,0,0,1500,1734
3378,BUENO,3,PADRES,60,35,SOLTERO,NO,FIJO,35,190,2500,0,1400,1561
3379,BUENO,14,RENTADA,60,30,CASADO,NO,FIJO,55,95,0,0,850,1015
3380,BUENO,3,PROPIA,48,29,SOLTERO,NO,FIJO,35,76,4000,1500,800,1500
3381,MALO,0,PROPIA,60,27,CASADO,NO,MEDIO TIEMPO,35,74,5000,2500,1550,1555
3382,BUENO,7,OTRO,60,27,SOLTERO,NO,FIJO,35,78,0,0,1500,1878
3383,BUENO,0,RENTADA,60,44,CASADO,NO,FREELANCER,45,0,6000,0,1600,1725
3384,BUENO,16,PROPIA,48,41,CASADO,NO,FIJO,45,108,9000,0,1150,1235
3385,BUENO,20,PROPIA,60,47,CASADO,NO,FIJO,90,212,11000,0,1150,1669
3386,MALO,3,OTRO,60,29,CASADO,NO,FREELANCER,35,128,0,0,1100,1350
3387,BUENO,23,OTRO,60,43,CASADO,NO,FIJO,60,155,0,0,1650,2270
3388,BUENO,4,PROPIA,12,54,CASADO,NO,FIJO,75,83,3000,0,600,1468
3389,BUENO,8,PROPIA,60,34,CASADO,NO,FIJO,45,100,3500,0,1300,1300
3390,BUENO,15,RENTADA,48,33,CASADO,NO,FIJO,78,179,0,0,1150,1661
3391,BUENO,8,PROPIA,36,58,CASADO,NO,FIJO,35,85,10000,0,1000,1510
3392,MALO,1,OTRO,60,33,SOLTERO,NO,MEDIO TIEMPO,35,96,0,0,700,1640
3393,BUENO,1,PROPIA,48,59,CASADO,NO,OTRO,35,33,6000,0,850,900
3394,BUENO,0,PROPIA,60,64,CASADO,NO,OTRO,35,101,5000,0,820,1205
3395,BUENO,5,PROPIA,36,66,CASADO,NO,OTRO,35,178,15000,0,330,837
3396,BUENO,4,PROPIA,60,35,CASADO,NO,FIJO,35,85,5500,900,1500,1810
3397,BUENO,10,PADRES,48,31,CASADO,NO,FIJO,35,47,8000,0,1000,1389
3398,BUENO,0,RENTADA,48,23,SOLTERO,NO,FIJO,44,88,0,0,1000,1529
3399,MALO,5,RENTADA,48,22,CASADO,NO,FIJO,51,156,0,0,1500,1564
3400,BUENO,1,PADRES,60,21,SOLTERO,NO,MEDIO TIEMPO,35,45,0,0,400,904
3401,BUENO,0,PROPIA,36,25,CASADO,NO,FIJO,45,121,3144,1751,225,375
3402,BUENO,0,PROPIA,60,27,CASADO,NO,FIJO,35,295,6000,0,1950,2208
3403,BUENO,16,PROPIA,60,40,CASADO,SÍ,FIJO,75,120,5000,2000,400,1309
3404,MALO,4,RENTADA,60,38,CASADO,NO,FIJO,79,188,3000,1500,1350,1624
3405,BUENO,12,RENTADA,36,31,CASADO,SÍ,FIJO,73,131,0,0,200,200
3406,BUENO,31,PROPIA,48,45,CASADO,NO,FIJO,45,181,3500,270,900,1522
3407,BUENO,6,PADRES,60,30,CASADO,NO,FIJO,60,72,0,0,200,1083
3408,BUENO,5,PROPIA,36,39,CASADO,NO,FIJO,60,150,10000,0,1350,1758
3409,BUENO,14,PADRES,48,31,SOLTERO,SÍ,FIJO,35,100,0,0,800,1084
3410,MALO,0,PROPIA,60,59,CASADO,NO,OTRO,35,131,12000,0,1150,1157
3411,MALO,1,PROPIA,60,27,CASADO,SÍ,FIJO,45,62,7000,4500,1650,2060
3412,BUENO,1,PROPIA,48,22,SOLTERO,SÍ,MEDIO TIEMPO,35,125,3000,0,600,1087
3413,BUENO,5,PADRES,36,21,SOLTERO,SÍ,FIJO,35,62,0,0,250,375
3414,BUENO,18,PROPIA,12,58,VIUDO,SÍ,FIJO,75,158,6000,0,400,973
3415,BUENO,3,PROPIA,36,41,CASADO,SÍ,FIJO,45,270,25000,0,900,910
3416,MALO,2,PRIVADA,60,38,CASADO,NO,MEDIO TIEMPO,60,150,4000,0,1000,1270
3417,MALO,6,PROPIA,36,32,CASADO,SÍ,FREELANCER,60,149,8000,3000,950,950
3418,BUENO,7,PROPIA,12,40,CASADO,NO,FIJO,60,225,6000,0,400,1721
3419,BUENO,3,PROPIA,60,32,CASADO,NO,FIJO,35,138,3500,0,1600,2131
3420,BUENO,11,PROPIA,24,41,CASADO,NO,FIJO,60,100,15000,0,700,1480
3421,BUENO,10,RENTADA,36,31,CASADO,NO,FIJO,90,153,0,0,175,675
3422,BUENO,17,RENTADA,12,46,CASADO,NO,FIJO,59,141,0,0,200,600
3423,BUENO,1,PROPIA,48,46,CASADO,NO,FIJO,90,170,14000,0,1000,1125
3424,MALO,1,PADRES,36,22,SOLTERO,NO,MEDIO TIEMPO,35,59,0,0,880,940
3425,MALO,2,RENTADA,36,28,CASADO,NO,MEDIO TIEMPO,42,67,0,0,150,898
3426,BUENO,2,PRIVADA,48,31,CASADO,NO,FIJO,45,65,3500,900,300,925
3427,BUENO,2,PADRES,36,34,CASADO,NO,FIJO,60,400,9800,0,900,1316
3428,BUENO,20,PROPIA,24,54,CASADO,NO,FIJO,35,175,11500,0,500,1080
3429,BUENO,18,PROPIA,60,44,CASADO,NO,FIJO,60,110,4000,500,1300,1725
3430,BUENO,0,PADRES,60,30,CASADO,NO,FIJO,60,128,0,0,900,975
3431,BUENO,8,PRIVADA,60,32,CASADO,NO,FIJO,35,95,2500,480,950,1350
3432,BUENO,1,PADRES,24,21,SOLTERO,NO,MEDIO TIEMPO,45,114,2500,500,500,1154
3433,BUENO,3,PROPIA,60,29,CASADO,NO,FIJO,45,130,3500,1690,1100,1127
3434,MALO,2,RENTADA,60,42,CASADO,NO,FREELANCER,45,0,0,0,950,962
3435,BUENO,4,PADRES,36,39,CASADO,NO,FIJO,60,100,6000,0,800,1500
3436,BUENO,5,PROPIA,36,45,VIUDO,NO,OTRO,35,142,6000,0,800,850
3437,MALO,18,RENTADA,48,53,SEPARADO,SÍ,FREELANCER,51,164,0,0,1000,1295
3438,BUENO,1,RENTADA,60,28,CASADO,NO,FIJO,60,150,0,0,1350,1419
3439,BUENO,8,PROPIA,24,47,SOLTERO,SÍ,FIJO,35,320,50000,2000,300,2300
3440,MALO,8,RENTADA,12,32,CASADO,NO,FREELANCER,45,0,0,0,300,400
3441,BUENO,12,PROPIA,36,47,CASADO,NO,FIJO,60,211,0,0,1050,1521
3442,BUENO,6,PROPIA,48,51,CASADO,NO,FREELANCER,35,105,4000,0,1350,1595
3443,BUENO,4,PROPIA,48,42,CASADO,NO,FIJO,35,111,3500,0,1000,1683
3444,MALO,7,RENTADA,60,38,SEPARADO,SÍ,FIJO,42,70,0,0,921,921
3445,BUENO,6,PRIVADA,48,35,CASADO,NO,FIJO,45,125,3500,1125,700,1226
3446,MALO,7,PROPIA,60,38,CASADO,SÍ,FREELANCER,60,40,6000,0,1500,1610
3447,MALO,2,PADRES,36,19,SOLTERO,NO,MEDIO TIEMPO,35,45,0,0,600,790
3448,MALO,2,PROPIA,60,54,VIUDO,SÍ,FIJO,35,180,8000,0,1000,1130
3449,MALO,2,RENTADA,18,25,SOLTERO,NO,MEDIO TIEMPO,44,85,0,0,320,425
3450,BUENO,12,PROPIA,60,34,CASADO,NO,FIJO,35,187,6000,2000,500,1457
3451,BUENO,1,RENTADA,60,21,CASADO,NO,MEDIO TIEMPO,45,100,17000,0,1050,1251
3452,MALO,25,RENTADA,36,55,CASADO,NO,FREELANCER,35,0,3000,0,500,600
3453,MALO,0,RENTADA,60,21,CASADO,NO,FREELANCER,35,0,16000,0,1000,1000
3454,MALO,5,PROPIA,36,43,CASADO,NO,OTRO,75,192,15000,0,1500,2448
3455,MALO,5,OTRO,60,53,CASADO,NO,FREELANCER,35,0,0,0,2000,2365
3456,MALO,1,PRIVADA,60,28,CASADO,NO,MEDIO TIEMPO,60,174,6000,720,1650,1930
3457,MALO,3,RENTADA,36,33,SEPARADO,SÍ,FREELANCER,45,0,0,0,375,870
3458,BUENO,0,RENTADA,60,30,CASADO,NO,FIJO,70,100,2000,0,1150,1265
3459,MALO,3,PROPIA,60,22,SOLTERO,SÍ,FREELANCER,35,178,9000,3000,1500,1528
3460,MALO,4,RENTADA,36,23,CASADO,NO,FIJO,46,108,0,0,315,315
3461,BUENO,45,OTRO,48,62,CASADO,NO,FIJO,45,100,0,0,450,935
3462,BUENO,0,PROPIA,60,32,CASADO,NO,FREELANCER,60,0,5500,700,1300,1375
3463,BUENO,5,PROPIA,36,27,CASADO,NO,FREELANCER,45,0,0,0,1000,1622
3464,BUENO,0,PROPIA,60,39,CASADO,SÍ,FIJO,45,150,23000,5000,1050,1625
3465,BUENO,0,PROPIA,60,34,CASADO,SÍ,MEDIO TIEMPO,35,165,8000,2000,1450,1800
3466,BUENO,12,PROPIA,60,35,CASADO,SÍ,FIJO,35,108,18500,1300,1550,1584
3467,BUENO,2,PROPIA,60,40,CASADO,NO,FREELANCER,75,67,25000,0,1800,2287
3468,MALO,2,PRIVADA,60,37,CASADO,SÍ,FIJO,60,120,3000,1380,1000,1582
3469,BUENO,15,PROPIA,48,55,CASADO,NO,FREELANCER,45,88,15000,0,650,1243
3470,BUENO,30,PROPIA,48,56,CASADO,SÍ,FIJO,45,75,6000,0,1300,1423
3471,BUENO,1,RENTADA,36,36,SEPARADO,NO,FIJO,65,200,0,0,900,1200
3472,BUENO,42,PROPIA,60,60,CASADO,NO,FIJO,45,232,5000,0,1130,1275
3473,BUENO,10,PRIVADA,48,28,SOLTERO,NO,FIJO,35,129,3500,933,1000,1529
3474,BUENO,1,PROPIA,18,40,CASADO,NO,FREELANCER,45,0,5000,0,300,1272
3475,BUENO,5,PROPIA,48,21,CASADO,NO,FIJO,45,100,3000,0,800,1310
3476,BUENO,6,PROPIA,60,36,SEPARADO,NO,FREELANCER,45,85,5000,0,1000,1341
3477,BUENO,6,RENTADA,60,40,CASADO,NO,FIJO,54,92,0,0,1000,1155
3478,BUENO,15,PADRES,60,42,CASADO,NO,FREELANCER,60,0,0,0,1100,1100
3479,BUENO,6,RENTADA,36,45,CASADO,NO,FREELANCER,90,0,0,0,600,1114
3480,BUENO,4,RENTADA,48,32,CASADO,NO,FIJO,56,110,0,0,800,1626
3481,BUENO,31,RENTADA,60,59,CASADO,NO,FIJO,53,80,0,0,1050,1182
3482,BUENO,14,PROPIA,18,48,CASADO,NO,FIJO,35,143,4000,0,250,300
3483,BUENO,6,PROPIA,12,66,VIUDO,NO,OTRO,35,105,5000,0,550,1450
3484,BUENO,15,OTRO,60,32,CASADO,NO,FIJO,45,88,0,0,500,1131
3485,BUENO,6,PRIVADA,60,34,CASADO,NO,FIJO,45,124,1500,100,1100,1392
3486,BUENO,10,PROPIA,60,38,CASADO,NO,FIJO,45,184,6000,1000,1125,1325
3487,BUENO,11,PROPIA,60,34,CASADO,NO,FIJO,35,100,3500,0,950,1241
3488,BUENO,10,PROPIA,6,35,CASADO,SÍ,FREELANCER,75,50,6000,1500,500,983
3489,BUENO,20,PADRES,60,42,SOLTERO,NO,FIJO,35,80,0,0,800,1520
3490,BUENO,10,PROPIA,36,43,CASADO,NO,FREELANCER,75,292,8000,0,1800,2240
3491,BUENO,5,RENTADA,48,25,CASADO,NO,FIJO,55,100,0,0,549,549
3492,BUENO,12,PRIVADA,36,51,CASADO,NO,FIJO,45,130,4000,0,1200,1400
3493,MALO,2,OTRO,60,32,CASADO,NO,MEDIO TIEMPO,45,150,0,0,1450,1850
3494,BUENO,9,PROPIA,48,47,CASADO,NO,FREELANCER,35,183,45000,1700,3000,3690
3495,BUENO,0,OTRO,60,21,SOLTERO,NO,MEDIO TIEMPO,35,0,4000,0,1250,1300
3496,BUENO,9,PROPIA,12,26,SOLTERO,NO,FIJO,35,91,4000,0,1000,1776
3497,BUENO,16,OTRO,30,44,CASADO,NO,FREELANCER,35,107,8000,0,1300,1634
3498,MALO,2,PADRES,48,27,SEPARADO,NO,MEDIO TIEMPO,35,125,0,0,870,1480
3499,BUENO,0,PROPIA,48,66,CASADO,NO,OTRO,35,45,5500,0,1250,1267
3500,BUENO,2,OTRO,60,26,CASADO,NO,FREELANCER,35,30,0,0,900,1159
3501,BUENO,3,PROPIA,36,49,CASADO,NO,FREELANCER,45,64,4000,0,400,773
3502,BUENO,1,PROPIA,48,28,CASADO,NO,FIJO,45,116,4000,1857,1100,1173
3503,BUENO,1,PRIVADA,60,32,CASADO,NO,FIJO,60,140,4000,1300,1200,1410
3504,BUENO,0,OTRO,60,30,SOLTERO,NO,MEDIO TIEMPO,35,61,0,0,500,1081
3505,MALO,2,RENTADA,60,43,CASADO,SÍ,MEDIO TIEMPO,84,86,0,0,1650,1782
3506,BUENO,13,PROPIA,60,41,CASADO,NO,FIJO,75,89,2000,0,1000,1274
3507,BUENO,14,PROPIA,48,32,CASADO,NO,MEDIO TIEMPO,45,165,4000,112,1300,1346
3508,BUENO,3,PROPIA,60,24,CASADO,NO,FREELANCER,60,67,9000,0,1300,2885
3509,BUENO,14,PROPIA,48,53,CASADO,NO,FIJO,45,95,3000,0,1060,1060
3510,BUENO,5,PROPIA,36,65,SOLTERO,NO,OTRO,35,121,10000,0,900,1191
3511,BUENO,3,RENTADA,30,39,CASADO,NO,FIJO,58,128,0,0,600,1098
3512,BUENO,15,PROPIA,60,38,CASADO,NO,FIJO,60,90,6000,480,1100,1289
3513,BUENO,6,PROPIA,60,33,CASADO,SÍ,FIJO,45,103,10000,0,1000,1658
3514,MALO,2,RENTADA,60,32,CASADO,SÍ,FREELANCER,60,0,0,0,1100,1480
3515,BUENO,15,PROPIA,60,29,SOLTERO,NO,FIJO,35,130,5000,0,830,1000
